,Offense,Longitude,Latitude
32433,Unknown Offense,-76.5684496747,39.3678421336
32434,Unknown Offense,-76.6901912609,39.3475644757
32435,4E-Common Assault,-76.6830199845,39.3446468382
32436,Unknown Offense,-76.6095259169,39.3527942857
32437,Unknown Offense,-76.5518324492,39.3286433096
32438,Unknown Offense,-76.5548957556,39.3302477088
32439,Unknown Offense,-76.557046019,39.3313530023
32440,Unknown Offense,-76.6891039132,39.294544653
32441,4E-Common Assault,-76.5615324523,39.3324312041
32442,Unknown Offense,-76.5618450894,39.3231660133
32443,Unknown Offense,-76.5848545892,39.2950123595
32444,Unknown Offense,-76.5848545892,39.2950123595
32445,6G-Larceny- From Bldg.,-76.609659459,39.2897791529
32446,Unknown Offense,-76.6017893162,39.295087021
32447,Unknown Offense,-76.5673216979,39.3135330779
32448,4E-Common Assault,-76.6977367115,39.3590191717
32449,Unknown Offense,-76.5657778615,39.3193268877
32450,4E-Common Assault,-76.5688834835,39.2948856223
32451,Unknown Offense,-76.5722694942,39.3207982377
32452,Unknown Offense,-76.6704474811,39.3478492955
32453,Unknown Offense,-76.6725941214,39.2907096722
32454,Unknown Offense,-76.621188558,39.2929794458
32455,Unknown Offense,-76.6115509902,39.3111947901
32456,Unknown Offense,-76.6595282316,39.288339492
32457,6C-Larceny- Shoplifting,-76.6088619014,39.2606187771
32458,Unknown Offense,-76.656498,39.2934857879
32459,Unknown Offense,-76.5820063779,39.3037423009
32460,Unknown Offense,-76.5830622368,39.295621763
32461,6C-Larceny- Shoplifting,-76.6558271778,39.2834167331
32462,Unknown Offense,-76.5838042854,39.300934897
32463,Unknown Offense,-76.5838042854,39.300934897
32464,4E-Common Assault,-76.6768682612,39.3121254377
32465,Unknown Offense,-76.6331932838,39.2643647314
32466,6C-Larceny- Shoplifting,-76.6446089354,39.251010887
32467,Unknown Offense,-76.5874948243,39.2997309785
32468,Unknown Offense,-76.6496569566,39.293787952
32469,Unknown Offense,-76.6065754497,39.2385188158
32470,Unknown Offense,-76.6466242068,39.3099061964
32471,Unknown Offense,-76.6466242068,39.3099061964
32472,Unknown Offense,-76.5921430283,39.3122845565
32473,Unknown Offense,-76.6426474431,39.3086983722
32474,Unknown Offense,-76.5823051799,39.3080322971
32475,4E-Common Assault,-76.5968389004,39.3078189447
32476,Unknown Offense,-76.5905638068,39.3584611021
32477,Unknown Offense,-76.5994791323,39.2950973114
32478,Unknown Offense,-76.5884136827,39.3700461795
32479,4A-Agg. Asslt.- Gun,-76.659160234,39.2887943117
32480,6E-Larceny- Auto Acc,-76.6723304428,39.2855350738
32481,Unknown Offense,-76.6194086962,39.2894330613
32482,Unknown Offense,-76.6066516354,39.2897961211
32483,Unknown Offense,-76.6098095441,39.2895890367
32484,Unknown Offense,-76.5406770572,39.2810565123
32485,Unknown Offense,-76.5759404967,39.2983545536
32486,Unknown Offense,-76.5759404967,39.2983545536
32487,Unknown Offense,-76.6222766866,39.2503103267
32488,Unknown Offense,-76.6226543791,39.2501473962
32489,87-Narcotics,-76.6995075469,39.3478316182
32490,Unknown Offense,-76.6719283535,39.3500168319
32491,Unknown Offense,-76.6067882182,39.3527443799
32492,Unknown Offense,-76.6279064302,39.3009279751
32493,Unknown Offense,-76.6706276368,39.3482970651
32494,4E-Common Assault,-76.5563513556,39.2870075207
32495,Unknown Offense,-76.6073589793,39.3446395971
32496,6C-Larceny- Shoplifting,-76.6935011593,39.2978349627
32497,Unknown Offense,-76.6196143847,39.2916505507
32498,3AK-Robb Hwy-Knife,-76.5475650732,39.2874536001
32499,Unknown Offense,-76.5663526625,39.2965309584
32500,Unknown Offense,-76.5763605041,39.3051531109
32501,4C-Agg. Asslt.- Oth.,-76.611139708,39.2387735885
32502,Unknown Offense,-76.5683893301,39.2943256025
32503,Unknown Offense,-76.564216095,39.320879951
32504,Unknown Offense,-76.564216095,39.320879951
32505,8J-Arson Other,-76.606268271,39.2391794076
32506,Unknown Offense,-76.6738334103,39.3237282774
32507,Unknown Offense,-76.5753385088,39.3153073122
32508,75-Destruct. Of Propert,-76.6341619993,39.3104955355
32509,Unknown Offense,-76.6671591221,39.2964242647
32510,Unknown Offense,-76.5971916007,39.2951958464
32511,Unknown Offense,-76.6273582432,39.244988623
32512,Unknown Offense,-76.6294299734,39.3117001399
32513,Unknown Offense,-76.6630213076,39.2945089086
32514,Unknown Offense,-76.5887675713,39.3006922572
32515,Unknown Offense,-76.6629128372,39.3025413638
32516,Unknown Offense,-76.6584206277,39.286672392
32517,Unknown Offense,-76.7039805432,39.3203845054
32518,Unknown Offense,-76.7039805432,39.3203845054
32519,4E-Common Assault,-76.6094223054,39.3173773622
32520,75-Destruct. Of Propert,-76.5851216335,39.3057596832
32521,Unknown Offense,-76.6367262587,39.3086295621
32522,Unknown Offense,-76.5885923981,39.3136591569
32523,Unknown Offense,-76.6486015086,39.2851104251
32524,Unknown Offense,-76.5834921916,39.2948189947
32525,Unknown Offense,-76.5845345048,39.3114801952
32526,Unknown Offense,-76.6498887849,39.3170575007
32527,Unknown Offense,-76.643402823,39.3100495075
32528,Unknown Offense,-76.5927799645,39.3238904147
32529,Unknown Offense,-76.5950410165,39.3165601288
32530,Unknown Offense,-76.5942733997,39.3163117267
32531,Unknown Offense,-76.5942733997,39.3163117267
32532,Unknown Offense,-76.6341990425,39.2546613125
32533,Unknown Offense,-76.5762914966,39.3051860823
32534,Unknown Offense,-76.6411828383,39.3144643014
32535,Unknown Offense,-76.6358867427,39.31031272
32536,Unknown Offense,-76.612257001,39.2766518631
32537,Unknown Offense,-76.6158664713,39.301216509
32538,Unknown Offense,-76.5964703963,39.3019370411
32539,Unknown Offense,-76.5971225662,39.2900933047
32540,4A-Agg. Asslt.- Gun,-76.659160234,39.2887943117
32541,4A-Agg. Asslt.- Gun,-76.659160234,39.2887943117
32542,4A-Agg. Asslt.- Gun,-76.659160234,39.2887943117
32543,4A-Agg. Asslt.- Gun,-76.659160234,39.2887943117
32544,Unknown Offense,-76.6596868361,39.2888086045
32545,Unknown Offense,-76.5675372604,39.2919143806
32546,Unknown Offense,-76.5643242752,39.3290911672
32547,Unknown Offense,-76.5950743308,39.3086794548
32548,Unknown Offense,-76.6092611304,39.2773726212
32549,Unknown Offense,-76.5667822937,39.368387656
32550,Unknown Offense,-76.5667822937,39.368387656
32551,Unknown Offense,-76.5988841988,39.3166378691
32552,Unknown Offense,-76.6006598954,39.2303394117
32553,Unknown Offense,-76.6006598954,39.2303394117
32554,Unknown Offense,-76.618423024,39.2974963396
32555,Unknown Offense,-76.5992984658,39.231932866
32556,Unknown Offense,-76.5500455854,39.3468917319
32557,49-Family Disturbance,-76.6502329734,39.2903460728
32558,4E-Common Assault,-76.5641297595,39.3206170367
32559,Unknown Offense,-76.5674652022,39.2908100665
32560,3AF-Robb Hwy-Firearm,-76.6214053358,39.322550426
32561,Unknown Offense,-76.6338852378,39.2469227312
32562,Unknown Offense,-76.6338852378,39.2469227312
32563,Unknown Offense,-76.6338852378,39.2469227312
32564,Unknown Offense,-76.6338852378,39.2469227312
32565,Unknown Offense,-76.6338852378,39.2469227312
32566,Unknown Offense,-76.6338852378,39.2469227312
32567,Unknown Offense,-76.6582134943,39.3179957509
32568,Unknown Offense,-76.5603563237,39.3237021344
32569,Unknown Offense,-76.5743326863,39.2980682813
32570,Unknown Offense,-76.5746576049,39.2923104167
32571,4E-Common Assault,-76.6471910845,39.2831418396
32572,Unknown Offense,-76.621188558,39.2929794458
32573,Unknown Offense,-76.621188558,39.2929794458
32574,6C-Larceny- Shoplifting,-76.6088619014,39.2606187771
32575,6C-Larceny- Shoplifting,-76.6088619014,39.2606187771
32576,Unknown Offense,-76.6451982047,39.3144276443
32577,Unknown Offense,-76.6629128372,39.3025413638
32578,Unknown Offense,-76.6629128372,39.3025413638
32579,4E-Common Assault,-76.6412178547,39.2619789741
32580,Unknown Offense,-76.5312241363,39.2627679435
32581,Unknown Offense,-76.6458988003,39.3156313672
32582,Unknown Offense,-76.6780186171,39.3116601126
32583,Unknown Offense,-76.6780186171,39.3116601126
32584,Unknown Offense,-76.6780186171,39.3116601126
32585,Unknown Offense,-76.6150641642,39.3123825518
32586,Unknown Offense,-76.5964922227,39.3106184895
32587,Unknown Offense,-76.6052913383,39.3131316258
32588,Unknown Offense,-76.5941554738,39.2940528386
32589,4E-Common Assault,-76.6472796365,39.305275952
32590,Unknown Offense,-76.6357147517,39.3043598374
32591,4E-Common Assault,-76.5903289002,39.3113459154
32592,23-Unauthorized Use,-76.5977803733,39.3005035099
32593,Unknown Offense,-76.6352698056,39.303995887
32594,Unknown Offense,-76.6352698056,39.303995887
32595,Unknown Offense,-76.6356789283,39.3042766852
32596,Unknown Offense,-76.6345665616,39.3066068355
32597,Unknown Offense,-76.6558243416,39.3079508492
32598,Unknown Offense,-76.6437756763,39.3099786072
32599,Unknown Offense,-76.6437756763,39.3099786072
32600,Unknown Offense,-76.6442982191,39.3080465121
32601,5A-Burg. Res. (Force),-76.594913094,39.3159233078
32602,Unknown Offense,-76.5960082712,39.300468286
32603,Unknown Offense,-76.644947932,39.3135682202
32604,Unknown Offense,-76.598717577,39.2928264141
32605,Unknown Offense,-76.6665663666,39.2615698565
32606,Unknown Offense,-76.6380755469,39.2856002019
32607,Unknown Offense,-76.5937369424,39.2902131839
32608,Unknown Offense,-76.6380755469,39.2856002019
32609,Unknown Offense,-76.5827225462,39.3063482365
32610,Unknown Offense,-76.6403796514,39.3041014621
32611,Unknown Offense,-76.6561600691,39.2870651445
32612,Unknown Offense,-76.6169543658,39.2903642573
32613,Unknown Offense,-76.5937369424,39.2902131839
32614,5D-Burg. Oth. (Force),-76.6031001186,39.2858450371
32615,6C-Larceny- Shoplifting,-76.6144804042,39.2780688262
32616,Unknown Offense,-76.5991992977,39.3149555801
32617,Unknown Offense,-76.5991992977,39.3149555801
32618,Unknown Offense,-76.5971916007,39.2951958464
32619,Unknown Offense,-76.6366621227,39.2856145388
32620,Unknown Offense,-76.6403796514,39.3041014621
32621,Unknown Offense,-76.5673735515,39.2914315599
32622,Unknown Offense,-76.5521931296,39.3610974593
32623,Unknown Offense,-76.6235659588,39.2992089965
32624,Unknown Offense,-76.5801596026,39.2981962887
32625,Unknown Offense,-76.6383788747,39.2924088384
32626,Unknown Offense,-76.5958262989,39.316313062
32627,Unknown Offense,-76.5945722623,39.3005630181
32628,Unknown Offense,-76.6307217075,39.2911205041
32629,Unknown Offense,-76.6059049829,39.3314679364
32630,Unknown Offense,-76.6059049829,39.3314679364
32631,6J-Larceny- Other,-76.5438976584,39.3015387127
32632,6J-Larceny- Other,-76.5438976584,39.3015387127
32633,4E-Common Assault,-76.5714837165,39.3676182537
32634,Unknown Offense,-76.7064125576,39.3536041171
32635,Unknown Offense,-76.6649605814,39.2945249204
32636,Unknown Offense,-76.6342235198,39.2956472722
32637,Unknown Offense,-76.5780333746,39.2980218765
32638,Unknown Offense,-76.6067882182,39.3527443799
32639,87-Narcotics,-76.5825822297,39.340470469
32640,Unknown Offense,-76.6893939751,39.3471255524
32641,Unknown Offense,-76.6108790049,39.3519682095
32642,Unknown Offense,-76.6719283535,39.3500168319
32643,Unknown Offense,-76.5453437867,39.3189604863
32644,Unknown Offense,-76.6335255745,39.3058768703
32645,Unknown Offense,-76.6335255745,39.3058768703
32646,Unknown Offense,-76.6096074043,39.3540422154
32647,Unknown Offense,-76.5631244074,39.309734273
32648,Unknown Offense,-76.6830576297,39.3433443989
32649,Unknown Offense,-76.5976918764,39.2306936625
32650,Unknown Offense,-76.584969301,39.2956810222
32651,Unknown Offense,-76.584969301,39.2956810222
32652,Unknown Offense,-76.6107407243,39.3100460493
32653,Unknown Offense,-76.5630844959,39.3220967987
32654,Unknown Offense,-76.5829259614,39.2969632502
32655,Unknown Offense,-76.5780029365,39.3178992796
32656,Unknown Offense,-76.6512138756,39.2652945028
32657,Unknown Offense,-76.584140383,39.3050300388
32658,Unknown Offense,-76.6155407054,39.2940894936
32659,Unknown Offense,-76.5519210921,39.3203180799
32660,Unknown Offense,-76.5625963873,39.2916171776
32661,Unknown Offense,-76.6430536417,39.300133775
32662,Unknown Offense,-76.5372565199,39.2902534697
32663,Unknown Offense,-76.6031121859,39.2917184978
32664,Unknown Offense,-76.5848204557,39.3009651749
32665,Unknown Offense,-76.604375836,39.3530093248
32666,Unknown Offense,-76.5669606835,39.3712654158
32667,Unknown Offense,-76.578043797,39.2992621471
32668,Unknown Offense,-76.6614518112,39.2949739506
32669,Unknown Offense,-76.6098608342,39.3560044338
32670,Unknown Offense,-76.6078766304,39.3538327038
32671,Unknown Offense,-76.540794057,39.3244102835
32672,Unknown Offense,-76.7062607508,39.3358645852
32673,Unknown Offense,-76.6225992026,39.2927981524
32674,Unknown Offense,-76.6225992026,39.2927981524
32675,Unknown Offense,-76.6088138875,39.3469112248
32676,Unknown Offense,-76.6088138875,39.3469112248
32677,Unknown Offense,-76.6088138875,39.3469112248
32678,Unknown Offense,-76.5679427624,39.2913579378
32679,Unknown Offense,-76.6828155994,39.2938466836
32680,Unknown Offense,-76.6224676155,39.2915943982
32681,Unknown Offense,-76.6210983902,39.2915696972
32682,Unknown Offense,-76.6210251192,39.2904668146
32683,Unknown Offense,-76.6100972198,39.2913120768
32684,Unknown Offense,-76.5865101963,39.2958393717
32685,Unknown Offense,-76.5865101963,39.2958393717
32686,Unknown Offense,-76.5865101963,39.2958393717
32687,Unknown Offense,-76.5990556643,39.2280594324
32688,Unknown Offense,-76.6760757929,39.2882903299
32689,Unknown Offense,-76.5679427624,39.2913579378
32690,Unknown Offense,-76.5664967124,39.3224489264
32691,Unknown Offense,-76.6723510135,39.3420417017
32692,Unknown Offense,-76.6723510135,39.3420417017
32693,6G-Larceny- From Bldg.,-76.6825729189,39.326424722
32694,7A-Stolen Auto,-76.5827212811,39.3050814719
32695,Unknown Offense,-76.5684334467,39.3230184528
32696,4E-Common Assault,-76.5742057813,39.3211900835
32697,Unknown Offense,-76.668164984,39.3026791059
32698,Unknown Offense,-76.668164984,39.3026791059
32699,Unknown Offense,-76.5743064338,39.2991822305
32700,Unknown Offense,-76.5743064338,39.2991822305
32701,Unknown Offense,-76.5743064338,39.2991822305
32702,Unknown Offense,-76.6197537672,39.2929144639
32703,4E-Common Assault,-76.636885584,39.2924491031
32704,Unknown Offense,-76.664207239,39.3024925642
32705,6C-Larceny- Shoplifting,-76.6088619014,39.2606187771
32706,Unknown Offense,-76.6488164971,39.2536857868
32707,Unknown Offense,-76.6493883686,39.3157336902
32708,Unknown Offense,-76.6514122366,39.284924834
32709,Unknown Offense,-76.6389203363,39.3070146297
32710,Unknown Offense,-76.6389203363,39.3070146297
32711,Unknown Offense,-76.5895415646,39.3061228302
32712,Unknown Offense,-76.6467911241,39.2850853318
32713,Unknown Offense,-76.6196143847,39.2916505507
32714,Unknown Offense,-76.6210983902,39.2915696972
32715,Unknown Offense,-76.5998586672,39.2934628285
32716,54-Armed Person,-76.6496684891,39.3108469045
32717,54-Armed Person,-76.6496684891,39.3108469045
32718,54-Armed Person,-76.6496684891,39.3108469045
32719,Unknown Offense,-76.6080086328,39.3115417879
32720,Unknown Offense,-76.6611884762,39.3098998101
32721,Unknown Offense,-76.6611884762,39.3098998101
32722,8AV-Arson Sin Res Str-V,-76.6350018687,39.3054848418
32723,Unknown Offense,-76.6438162397,39.2853300413
32724,5B-Burg. Res. (Att.),-76.6122497072,39.3091276155
32725,Unknown Offense,-76.634102606,39.2559340925
32726,Unknown Offense,-76.6423326541,39.2863939019
32727,Unknown Offense,-76.5957494387,39.2952589372
32728,Unknown Offense,-76.5971916007,39.2951958464
32729,Unknown Offense,-76.6454073113,39.3132407521
32730,Unknown Offense,-76.6454073113,39.3132407521
32731,Unknown Offense,-76.6415206496,39.3101336559
32732,Unknown Offense,-76.6415206496,39.3101336559
32733,Unknown Offense,-76.6524524036,39.3059879223
32734,Unknown Offense,-76.6342738377,39.2819849669
32735,Unknown Offense,-76.6380755469,39.2856002019
32736,Unknown Offense,-76.6380755469,39.2856002019
32737,79-Other,-76.6321489275,39.2825728893
32738,Unknown Offense,-76.632468349,39.2821210312
32739,Unknown Offense,-76.636304204,39.2813163477
32740,Unknown Offense,-76.5826577296,39.3040592184
32741,Unknown Offense,-76.6320373234,39.2815568338
32742,6C-Larceny- Shoplifting,-76.6144804042,39.2780688262
32743,Unknown Offense,-76.6451209885,39.2861566916
32744,Unknown Offense,-76.5673932991,39.2907936466
32745,6C-Larceny- Shoplifting,-76.5937369424,39.2902131839
32746,Unknown Offense,-76.6161440056,39.2941240498
32747,Unknown Offense,-76.6161440056,39.2941240498
32748,Unknown Offense,-76.6407735808,39.2833677508
32749,Unknown Offense,-76.6142174905,39.2757296408
32750,Unknown Offense,-76.6142174905,39.2757296408
32751,88-Unfounded Call,-76.5691119379,39.287477395
32752,Unknown Offense,-76.5946670356,39.3020669754
32753,Unknown Offense,-76.5798333976,39.3041686822
32754,Unknown Offense,-76.6652868189,39.3004209775
32755,Unknown Offense,-76.6395877057,39.3026665777
32756,Unknown Offense,-76.6321229094,39.2490517376
32757,Unknown Offense,-76.6320121769,39.2799598505
32758,Unknown Offense,-76.6320121769,39.2799598505
32759,Unknown Offense,-76.6377244421,39.2818581256
32760,Unknown Offense,-76.6028055644,39.2305121018
32761,Unknown Offense,-76.6411125039,39.2761820232
32762,Unknown Offense,-76.6383144876,39.2909330571
32763,Unknown Offense,-76.5652660576,39.320637511
32764,Unknown Offense,-76.5979429779,39.3172821434
32765,Unknown Offense,-76.6265535237,39.2969351707
32766,Unknown Offense,-76.6265535237,39.2969351707
32767,Unknown Offense,-76.6007348251,39.2316871238
32768,Unknown Offense,-76.600519834,39.2323872193
32769,Unknown Offense,-76.605142406,39.3538862202
32770,Unknown Offense,-76.6020721126,39.2362671161
32771,Unknown Offense,-76.7062674726,39.3535145988
32772,3AF-Robb Hwy-Firearm,-76.5334453524,39.2950252577
32773,Unknown Offense,-76.6103098702,39.2971875603
32774,Unknown Offense,-76.6168657773,39.3154301594
32775,Unknown Offense,-76.5737955005,39.2984404761
32776,Unknown Offense,-76.5737955005,39.2984404761
32777,Unknown Offense,-76.5737279406,39.2984814574
32778,Unknown Offense,-76.5737279406,39.2984814574
32779,Unknown Offense,-76.5737279406,39.2984814574
32780,Unknown Offense,-76.6073356717,39.3381045795
32781,75-Destruct. Of Propert,-76.5907812726,39.3572638496
32782,Unknown Offense,-76.5439240727,39.3340293978
32783,5D-Burg. Oth. (Force),-76.5407816791,39.3243185672
32784,Unknown Offense,-76.6836095283,39.3476752104
32785,6C-Larceny- Shoplifting,-76.5472798837,39.3222078143
32786,Unknown Offense,-76.7074736499,39.3084229832
32787,Unknown Offense,-76.6651232121,39.342421638
