,Offense,Longitude,Latitude
62143,7C-Stolen Veh./Other,-76.6189058991,39.2936916817
62144,6C-Larceny- Shoplifting,-76.6197949846,39.2915557496
62145,87-Narcotics,-76.6197949846,39.2915557496
62146,87-Narcotics,-76.5725886433,39.3223252053
62147,5C-Burg. Res. (Noforce),-76.5711516861,39.3388207687
62148,87-Narcotics,-76.5750486753,39.320483332
62149,87-Narcotics,-76.5750486753,39.320483332
62150,87O-Narcotics (Outside),-76.6086674139,39.3272910194
62151,6E-Larceny- Auto Acc,-76.6724454742,39.2858298436
62152,4B-Agg. Asslt.- Cut,-76.5687913358,39.2936526008
62153,4B-Agg. Asslt.- Cut,-76.5687913358,39.2936526008
62154,87O-Narcotics (Outside),-76.6763040489,39.310932043
62155,24-Towed Vehicle,-76.6768623046,39.3382428959
62156,24-Towed Vehicle,-76.6768623046,39.3382428959
62157,24-Towed Vehicle,-76.6768623046,39.3382428959
62158,24-Towed Vehicle,-76.6768623046,39.3382428959
62159,87-Narcotics,-76.6789978779,39.3471397347
62160,87O-Narcotics (Outside),-76.5676095674,39.2963403057
62161,87-Narcotics,-76.6805089235,39.3461805473
62162,87-Narcotics,-76.5655231474,39.2915026073
62163,6C-Larceny- Shoplifting,-76.5649891928,39.2866684044
62164,87-Narcotics,-76.6820533053,39.3446733536
62165,87-Narcotics,-76.682085535,39.344638865
62166,87-Narcotics,-76.682085535,39.344638865
62167,87-Narcotics,-76.6052909322,39.2372568787
62168,87-Narcotics,-76.6855233946,39.28342639
62169,87-Narcotics,-76.6640256035,39.3390237227
62170,87-Narcotics,-76.6714070519,39.3381589561
62171,87-Narcotics,-76.6677106813,39.3412063052
62172,87-Narcotics,-76.6903461462,39.3182155916
62173,3D-Robb Comm. (Ua),-76.5609856236,39.3081465732
62174,87-Narcotics,-76.6692709114,39.3490915818
62175,87-Narcotics,-76.6383324619,39.3098302032
62176,87O-Narcotics (Outside),-76.5758387773,39.2970890208
62177,87-Narcotics,-76.6098977102,39.3544018625
62178,61-Person Wanted On War,-76.6865450884,39.3481456348
62179,87-Narcotics,-76.6532856138,39.2948996534
62180,97-Search & Seizure,-76.5446413043,39.354843195
62181,97-Search & Seizure,-76.5446413043,39.354843195
62182,97-Search & Seizure,-76.5446413043,39.354843195
62183,97-Search & Seizure,-76.5446413043,39.354843195
62184,61-Person Wanted On War,-76.6333049619,39.2969201829
62185,61-Person Wanted On War,-76.6890258368,39.2745602647
62186,79-Other,-76.6007818238,39.2299537686
62187,20A-Followup,-76.6240131302,39.2449177217
62188,20A-Followup,-76.6242895079,39.2445763842
62189,20A-Followup,-76.6242895079,39.2445763842
62190,87-Narcotics,-76.6387610854,39.2993755858
62191,87-Narcotics,-76.5782549524,39.3015044636
62192,87-Narcotics,-76.6528539886,39.2883249681
62193,26-Recovered Vehicle,-76.6451752081,39.2881648913
62194,87-Narcotics,-76.5693522951,39.2921348214
62195,87-Narcotics,-76.5693522951,39.2921348214
62196,87-Narcotics,-76.5693522951,39.2921348214
62197,6C-Larceny- Shoplifting,-76.6109401667,39.2895939633
62198,87-Narcotics,-76.570998455,39.293645607
62199,87-Narcotics,-76.6113666241,39.2390238187
62200,87-Narcotics,-76.6113666241,39.2390238187
62201,87-Narcotics,-76.6113666241,39.2390238187
62202,4C-Agg. Asslt.- Oth.,-76.629692179,39.296594102
62203,87-Narcotics,-76.6356157894,39.2928716713
62204,87-Narcotics,-76.6356157894,39.2928716713
62205,Unknown Offense,-76.6318388168,39.2801202228
62206,Unknown Offense,-76.6389979412,39.295449147
62207,87O-Narcotics (Outside),-76.5883125138,39.3056903358
62208,87-Narcotics,-76.6002757628,39.3221039133
62209,87-Narcotics,-76.6025117402,39.3093286059
62210,87-Narcotics,-76.5939166193,39.2994784796
62211,87-Narcotics,-76.5945301019,39.320290651
62212,5B-Burg. Res. (Att.),-76.5916269231,39.311231989
62213,87-Narcotics,-76.6459069228,39.2906287145
62214,87-Narcotics,-76.6474106881,39.287160777
62215,111-Protective Order,-76.6556610277,39.3102472392
62216,87-Narcotics,-76.5951382012,39.2889367422
62217,87-Narcotics,-76.6210983902,39.2915696972
62218,87O-Narcotics (Outside),-76.6325081857,39.3105945202
62219,24-Towed Vehicle,-76.618022967,39.3123176688
62220,87-Narcotics,-76.6515188116,39.309717662
62221,87-Narcotics,-76.6515188116,39.309717662
62222,87O-Narcotics (Outside),-76.5867312449,39.3035575841
62223,87-Narcotics,-76.6486090829,39.3169353621
62224,87-Narcotics,-76.6543587361,39.280864318
62225,5A-Burg. Res. (Force),-76.5647805575,39.3702091974
62226,4E-Common Assault,-76.6153512706,39.3168067641
62227,87-Narcotics,-76.6563593373,39.3085165934
62228,61-Person Wanted On War,-76.6563593373,39.3085165934
62229,87-Narcotics,-76.5953304749,39.3167910528
62230,87-Narcotics,-76.5953304749,39.3167910528
62231,97-Search & Seizure,-76.6703637431,39.3161266581
62232,97-Search & Seizure,-76.6703637431,39.3161266581
62233,97-Search & Seizure,-76.6703637431,39.3161266581
62234,4E-Common Assault,-76.6571206345,39.2969272268
62235,87-Narcotics,-76.6586277915,39.3014901024
62236,87O-Narcotics (Outside),-76.5804787618,39.3048616467
62237,87O-Narcotics (Outside),-76.5804787618,39.3048616467
62238,79-Other,-76.5640047095,39.3567058578
62239,24-Towed Vehicle,-76.6570968454,39.2784940597
62240,87-Narcotics,-76.6095097097,39.3209725179
62241,87-Narcotics,-76.6685339505,39.3386971674
62242,55A-Prostitution,-76.6773556582,39.3204694752
62243,87-Narcotics,-76.6197949846,39.2915557496
62244,87-Narcotics,-76.6197949846,39.2915557496
62245,87-Narcotics,-76.6197949846,39.2915557496
62246,87-Narcotics,-76.6197537672,39.2929144639
62247,87-Narcotics,-76.6197537672,39.2929144639
62248,4E-Common Assault,-76.5669646298,39.3227138795
62249,87-Narcotics,-76.5701387402,39.2901846142
62250,87O-Narcotics (Outside),-76.5719203257,39.3205697981
62251,87O-Narcotics (Outside),-76.5719203257,39.3205697981
62252,97-Search & Seizure,-76.6780482801,39.3504780919
62253,Unknown Offense,-76.5701575207,39.2919026686
62254,87O-Narcotics (Outside),-76.6744716254,39.3120665477
62255,7A-Stolen Auto,-76.6731263264,39.3428811702
62256,79-Other,-76.5678198114,39.3152144813
62257,87-Narcotics,-76.566646901,39.3225978221
62258,87-Narcotics,-76.6806506913,39.3460762347
62259,87-Narcotics,-76.6806506913,39.3460762347
62260,6D-Larceny- From Auto,-76.5655231474,39.2915026073
62261,55A-Prostitution,-76.6795684841,39.3352985173
62262,87-Narcotics,-76.564457343,39.2915386417
62263,87-Narcotics,-76.564457343,39.2915386417
62264,87-Narcotics,-76.6814269205,39.3386611527
62265,87-Narcotics,-76.682085535,39.344638865
62266,87-Narcotics,-76.682085535,39.344638865
62267,87-Narcotics,-76.5793119583,39.2959155793
62268,Unknown Offense,-76.6271332359,39.2846713182
62269,97-Search & Seizure,-76.6512088694,39.2826607933
62270,97-Search & Seizure,-76.6512088694,39.2826607933
62271,55A-Prostitution,-76.6847700204,39.3359878795
62272,Unknown Offense,-76.5631244074,39.309734273
62273,87O-Narcotics (Outside),-76.661980676,39.3435303682
62274,Unknown Offense,-76.6944408656,39.3310071896
62275,87-Narcotics,-76.6096285497,39.345928722
62276,4E-Common Assault,-76.5432044509,39.3307626021
62277,87-Narcotics,-76.5512525408,39.3260601764
62278,87-Narcotics,-76.5512525408,39.3260601764
62279,87-Narcotics,-76.5512525408,39.3260601764
62280,7A-Stolen Auto,-76.6592517373,39.2790224726
62281,87-Narcotics,-76.6096074043,39.3540422154
62282,6D-Larceny- From Auto,-76.6815777503,39.2926279627
62283,4E-Common Assault,-76.7013814234,39.2786937665
62284,87O-Narcotics (Outside),-76.6448739855,39.2820202689
62285,4F-Assault By Threat,-76.625739692,39.320806393
62286,Unknown Offense,-76.5580482676,39.3061358872
62287,87-Narcotics,-76.6749069021,39.3484279445
62288,4E-Common Assault,-76.6830623859,39.3446028943
62289,6C-Larceny- Shoplifting,-76.6099133358,39.3550323298
62290,6C-Larceny- Shoplifting,-76.6099133358,39.3550323298
62291,6C-Larceny- Shoplifting,-76.6099133358,39.3550323298
62292,97-Search & Seizure,-76.5350391989,39.332109787
62293,97-Search & Seizure,-76.5350391989,39.332109787
62294,2F-Placing Hands,-76.6077045306,39.2906117218
62295,87-Narcotics,-76.6356789283,39.3042766852
62296,87-Narcotics,-76.6356789283,39.3042766852
62297,87-Narcotics,-76.6356789283,39.3042766852
62298,97-Search & Seizure,-76.578035166,39.2980538712
62299,97-Search & Seizure,-76.578035166,39.2980538712
62300,87-Narcotics,-76.6342235198,39.2956472722
62301,87-Narcotics,-76.6342235198,39.2956472722
62302,87O-Narcotics (Outside),-76.6247153424,39.2954139774
62303,87O-Narcotics (Outside),-76.6318655113,39.3010706425
62304,24-Towed Vehicle,-76.536118521,39.3499962012
62305,24-Towed Vehicle,-76.536118521,39.3499962012
62306,87-Narcotics,-76.6074840977,39.3038135255
62307,87O-Narcotics (Outside),-76.607563011,39.3043281884
62308,87O-Narcotics (Outside),-76.607563011,39.3043281884
62309,87O-Narcotics (Outside),-76.6333049619,39.2969201829
62310,5D-Burg. Oth. (Force),-76.665228905,39.2958588557
62311,5D-Burg. Oth. (Force),-76.665228905,39.2958588557
62312,5D-Burg. Oth. (Force),-76.665228905,39.2958588557
62313,4E-Common Assault,-76.6310885671,39.2926056214
62314,87O-Narcotics (Outside),-76.6324409095,39.2924937155
62315,87-Narcotics,-76.6324434714,39.2925485893
62316,6C-Larceny- Shoplifting,-76.6136169183,39.288022089
62317,4E-Common Assault,-76.5621424497,39.3307075821
62318,3CK-Robb Comm-Knife,-76.602118373,39.29074807
62319,87-Narcotics,-76.636425769,39.2793143936
62320,4E-Common Assault,-76.6008104222,39.3093869504
62321,49-Family Disturbance,-76.5924787617,39.2318798158
62322,87-Narcotics,-76.5813536332,39.3059564706
62323,87-Narcotics,-76.5841949061,39.3061338017
62324,87O-Narcotics (Outside),-76.6307973743,39.3003890655
62325,Unknown Offense,-76.5800820544,39.3084150756
62326,49-Family Disturbance,-76.5843341894,39.3082462884
62327,Unknown Offense,-76.6374470447,39.2790711143
62328,87O-Narcotics (Outside),-76.5960880068,39.3212657312
62329,87-Narcotics,-76.6441578058,39.3069223596
62330,87O-Narcotics (Outside),-76.593628165,39.2904156082
62331,87-Narcotics,-76.6472553774,39.3080178891
62332,87-Narcotics,-76.6472553774,39.3080178891
62333,79-Other,-76.6352698056,39.303995887
62334,87-Narcotics,-76.5842069008,39.3124153268
62335,87-Narcotics,-76.6478822306,39.2944877829
62336,87-Narcotics,-76.6478822306,39.2944877829
62337,6C-Larceny- Shoplifting,-76.6120382377,39.2865939844
62338,6C-Larceny- Shoplifting,-76.621046088,39.2917950787
62339,79-Other,-76.6210983902,39.2915696972
62340,87-Narcotics,-76.6210983902,39.2915696972
62341,5B-Burg. Res. (Att.),-76.5778248576,39.2950342812
62342,5A-Burg. Res. (Force),-76.6190975647,39.3005903357
62343,4E-Common Assault,-76.6443640018,39.2665115173
62344,87-Narcotics,-76.5713259823,39.3671109885
62345,55-Disorderly Person,-76.6768190487,39.3120256956
62346,87-Narcotics,-76.5851216335,39.3057596832
62347,87-Narcotics,-76.6535603153,39.296346243
62348,87O-Narcotics (Outside),-76.5982132154,39.3173934915
62349,4E-Common Assault,-76.5787876452,39.2968908666
62350,4E-Common Assault,-76.6287001182,39.2455081203
62351,87-Narcotics,-76.6630213076,39.2945089086
62352,87-Narcotics,-76.6630213076,39.2945089086
62353,87O-Narcotics (Outside),-76.6283547339,39.2458020811
62354,87O-Narcotics (Outside),-76.6250287986,39.2489000042
62355,87-Narcotics,-76.6309810391,39.2926955997
62356,97-Search & Seizure,-76.6399525434,39.2838391737
62357,87-Narcotics,-76.6001327441,39.3250692365
62358,6C-Larceny- Shoplifting,-76.6582134943,39.3179957509
62359,87O-Narcotics (Outside),-76.671462903,39.3451512177
62360,4E-Common Assault,-76.6826434092,39.3264289352
62361,87-Narcotics,-76.6728069099,39.3121248158
62362,87-Narcotics,-76.6728069099,39.3121248158
62363,87O-Narcotics (Outside),-76.5953761121,39.3302353239
62364,87-Narcotics,-76.5684344314,39.2949588209
62365,24-Towed Vehicle,-76.6594307075,39.3277413131
62366,55A-Prostitution,-76.5907956488,39.2320508233
62367,Unknown Offense,-76.6785864628,39.2939885764
62368,87-Narcotics,-76.6806506913,39.3460762347
62369,61-Person Wanted On War,-76.6017102488,39.2332551645
62370,87-Narcotics,-76.6119674479,39.2370146999
62371,115-Trespassing,-76.5685415533,39.3147902386
62372,1A-Murder,-76.681065064,39.2916930445
62373,87O-Narcotics (Outside),-76.6068201518,39.2341330301
62374,3AO-Robb Hwy-Other Wpn,-76.6200530192,39.2498175252
62375,87O-Narcotics (Outside),-76.6865420765,39.3448640249
62376,24-Towed Vehicle,-76.5492110823,39.3392003814
62377,4E-Common Assault,-76.5621424497,39.3307075821
62378,87-Narcotics,-76.6692208167,39.3428152942
62379,87-Narcotics,-76.6689648555,39.3466403208
62380,87-Narcotics,-76.6279064302,39.3009279751
62381,87-Narcotics,-76.6305852446,39.3035491765
62382,87-Narcotics,-76.6305852446,39.3035491765
62383,55A-Prostitution,-76.6489482501,39.2807657233
62384,87O-Narcotics (Outside),-76.6096354278,39.354662946
62385,Unknown Offense,-76.5481060023,39.3221006714
62386,87-Narcotics,-76.68288072,39.3424491629
62387,87-Narcotics,-76.690258281,39.3476545909
62388,Unknown Offense,-76.690258281,39.3476545909
62389,87-Narcotics,-76.5925199298,39.36456546
62390,87-Narcotics,-76.6371479113,39.29567102
62391,87-Narcotics,-76.5435153718,39.2762872439
62392,87O-Narcotics (Outside),-76.6238151664,39.249646514
62393,4E-Common Assault,-76.6427158872,39.3085788559
62394,97-Search & Seizure,-76.5788353303,39.299536901
62395,87-Narcotics,-76.5830662021,39.2991779981
62396,87-Narcotics,-76.5830662021,39.2991779981
62397,115-Trespassing,-76.6650782764,39.2966181575
62398,5A-Burg. Res. (Force),-76.6186126577,39.3003090556
62399,87-Narcotics,-76.6324024916,39.2910585036
62400,87-Narcotics,-76.5734056558,39.2929263137
62401,87-Narcotics,-76.5734056558,39.2929263137
62402,73-False Pretense,-76.62221169,39.2888212099
62403,87O-Narcotics (Outside),-76.6180075429,39.2905892867
62404,97-Search & Seizure,-76.6250386138,39.2440197843
62405,79-Other,-76.6444829033,39.3003489285
62406,87-Narcotics,-76.5999826605,39.3154382729
62407,87-Narcotics,-76.6371208517,39.2942619532
62408,6C-Larceny- Shoplifting,-76.6367517726,39.2856098787
62409,87-Narcotics,-76.6377244421,39.2818581256
62410,111-Protective Order,-76.592445188,39.3597220772
62411,87-Narcotics,-76.626216593,39.275563462
62412,87-Narcotics,-76.5896881,39.3406075702
62413,87-Narcotics,-76.6480161543,39.3067892597
62414,87-Narcotics,-76.5917755546,39.3260865874
62415,87-Narcotics,-76.6487870106,39.3114134279
62416,87-Narcotics,-76.6487870106,39.3114134279
62417,87-Narcotics,-76.648292409,39.3098588667
62418,79-Other,-76.6492077775,39.2846858927
62419,Unknown Offense,-76.6492077775,39.2846858927
62420,54-Armed Person,-76.6210983902,39.2915696972
62421,79-Other,-76.6210983902,39.2915696972
62422,79-Other,-76.6524850723,39.3157680912
62423,87-Narcotics,-76.6565607921,39.2947458409
62424,87-Narcotics,-76.6565607921,39.2947458409
62425,75-Destruct. Of Property,-76.6613546848,39.3350410381
62426,75-Destruct. Of Property,-76.6613546848,39.3350410381
62427,87-Narcotics,-76.6685394422,39.3375806244
62428,87-Narcotics,-76.6685394422,39.3375806244
62429,87-Narcotics,-76.6685394422,39.3375806244
62430,24-Towed Vehicle,-76.5776960975,39.3001120808
62431,87-Narcotics,-76.6630213076,39.2945089086
62432,87-Narcotics,-76.6632735972,39.2955442635
62433,79-Other,-76.6197949846,39.2915557496
62434,6C-Larceny- Shoplifting,-76.6195066607,39.2876040373
62435,87-Narcotics,-76.5722910091,39.2924079577
62436,87-Narcotics,-76.5722694942,39.3207982377
62437,55-Disorderly Person,-76.6094537991,39.3273090639
62438,87-Narcotics,-76.5685078544,39.2894391283
62439,55-Disorderly Person,-76.5693671837,39.2960347415
62440,Unknown Offense,-76.5673735515,39.2914315599
62441,87-Narcotics,-76.5698699062,39.3177716872
62442,Unknown Offense,-76.5676095674,39.2963403057
62443,87-Narcotics,-76.5654473347,39.2903566215
62444,87O-Narcotics (Outside),-76.6619334679,39.3337598597
62445,55-Disorderly Person,-76.6100698454,39.2905542589
62446,4E-Common Assault,-76.5747141486,39.3371644315
62447,Unknown Offense,-76.6594421082,39.3466064526
62448,Unknown Offense,-76.6594421082,39.3466064526
62449,87-Narcotics,-76.6374727276,39.3089662472
62450,81-Recovered Property,-76.5414758021,39.3285564619
62451,5A-Burg. Res. (Force),-76.6749069021,39.3484279445
62452,87-Narcotics,-76.6880584587,39.3461163688
62453,87-Narcotics,-76.5605245445,39.3534300017
62454,115-Trespassing,-76.6222766866,39.2503103267
62455,Unknown Offense,-76.6222766866,39.2503103267
62456,87-Narcotics,-76.6622534414,39.2949482776
62457,4E-Common Assault,-76.704175891,39.2941679872
62458,87-Narcotics,-76.6074840977,39.3038135255
62459,5C-Burg. Res. (Noforce),-76.6330645996,39.298476606
62460,97-Search & Seizure,-76.6307996063,39.291117661
62461,24-Towed Vehicle,-76.6163881357,39.2787973817
62462,4D-Agg. Asslt.- Hand,-76.6266719257,39.2970327446
62463,87-Narcotics,-76.5927562455,39.3192761487
62464,4E-Common Assault,-76.5695309437,39.2936888918
62465,55-Disorderly Person,-76.6180075429,39.2905892867
62466,4E-Common Assault,-76.6760669278,39.2836366623
62467,115-Trespassing,-76.616608756,39.2877309514
62468,115-Trespassing,-76.616608756,39.2877309514
62469,Unknown Offense,-76.5826577296,39.3040592184
62470,Unknown Offense,-76.6031028619,39.3213001527
62471,87-Narcotics,-76.5841949061,39.3061338017
62472,87-Narcotics,-76.5841949061,39.3061338017
62473,87-Narcotics,-76.5431140351,39.2777177369
62474,87-Narcotics,-76.5931623281,39.3121758778
62475,87-Narcotics,-76.5858549455,39.3100287187
62476,87-Narcotics,-76.652628708,39.3089567409
62477,55-Disorderly Person,-76.5626736737,39.2901949507
62478,87-Narcotics,-76.6482791806,39.3112258442
62479,87-Narcotics,-76.5836209586,39.2988156947
62480,87-Narcotics,-76.6563593373,39.3085165934
62481,4E-Common Assault,-76.6598390481,39.3417624226
62482,87-Narcotics,-76.5927562455,39.3192761487
62483,6C-Larceny- Shoplifting,-76.6094123536,39.3226419002
62484,6C-Larceny- Shoplifting,-76.6094123536,39.3226419002
62485,4E-Common Assault,-76.5938113844,39.3232085126
62486,6G-Larceny- From Bldg.,-76.5738509789,39.3229457133
62487,87-Narcotics,-76.6628131116,39.3311474923
62488,4E-Common Assault,-76.5503204005,39.3660066521
62489,79-Other,-76.6128878006,39.3270715797
62490,4E-Common Assault,-76.6094508561,39.324872792
62491,4E-Common Assault,-76.6730727237,39.3504899771
62492,5A-Burg. Res. (Force),-76.6661714891,39.3406694621
62493,5A-Burg. Res. (Force),-76.6661714891,39.3406694621
62494,75-Destruct. Of Property,-76.672821462,39.2941972073
62495,Unknown Offense,-76.5959189953,39.3343616083
62496,55-Disorderly Person,-76.6101536574,39.2897590702
62497,79-Other,-76.5945714879,39.3429549334
62498,87-Narcotics,-76.6714653113,39.340305994
62499,87-Narcotics,-76.6259578901,39.2993714758
62500,55-Disorderly Person,-76.6230352137,39.2852834796
62501,4B-Agg. Asslt.- Cut,-76.6857709833,39.3483977416
62502,3B-Robb Highway (Ua),-76.5815730083,39.2981334597
62503,87O-Narcotics (Outside),-76.5815730083,39.2981334597
62504,4E-Common Assault,-76.6069340928,39.3348519251
62505,Unknown Offense,-76.5503690825,39.3650680863
62506,87-Narcotics,-76.6063442127,39.3534309891
62507,55-Disorderly Person,-76.5734232711,39.2832457051
62508,87-Narcotics,-76.6325020135,39.2950485351
62509,87-Narcotics,-76.6265327949,39.296918671
62510,3B-Robb Highway (Ua),-76.6177040433,39.2898993555
62511,3B-Robb Highway (Ua),-76.6177040433,39.2898993555
62512,87-Narcotics,-76.5958262989,39.316313062
62513,6C-Larceny- Shoplifting,-76.655498159,39.2933388314
62514,87-Narcotics,-76.6565607921,39.2947458409
62515,115-Trespassing,-76.6581391097,39.2946881707
62516,6C-Larceny- Shoplifting,-76.6088619014,39.2606187771
62517,87-Narcotics,-76.5787976562,39.2947872308
62518,87-Narcotics,-76.5904596347,39.3222195959
62519,49-Family Disturbance,-76.6635585119,39.2944318296
62520,49-Family Disturbance,-76.6635585119,39.2944318296
62521,4A-Agg. Asslt.- Gun,-76.5883131119,39.3239853775
62522,Unknown Offense,-76.588665902,39.3229768974
62523,7A-Stolen Auto,-76.6467411024,39.2841566824
62524,79-Other,-76.5724391539,39.2941660545
62525,87O-Narcotics (Outside),-76.5693789867,39.2960888801
62526,87O-Narcotics (Outside),-76.5693789867,39.2960888801
62527,4E-Common Assault,-76.5761847394,39.324726391
62528,87-Narcotics,-76.6764960585,39.3449930125
62529,4B-Agg. Asslt.- Cut,-76.567454011,39.2963080919
62530,97-Search & Seizure,-76.6045201078,39.2354299961
62531,Unknown Offense,-76.5632349933,39.3137494923
62532,87-Narcotics,-76.5655048112,39.3296797719
62533,26-Recovered Vehicle,-76.6982875478,39.3396991553
62534,26-Recovered Vehicle,-76.6982875478,39.3396991553
62535,4A-Agg. Asslt.- Gun,-76.5610592626,39.2996408319
62536,75-Destruct. Of Property,-76.5407866958,39.3447402783
62537,87-Narcotics,-76.6715083124,39.3362522282
62538,6C-Larceny- Shoplifting,-76.5725982406,39.3396961284
62539,87-Narcotics,-76.6915870497,39.3301330703
62540,4E-Common Assault,-76.5946154958,39.3429746773
62541,87-Narcotics,-76.5971162623,39.3449490442
62542,87-Narcotics,-76.5614979299,39.3312192973
62543,87-Narcotics,-76.6711462353,39.3489788836
62544,87-Narcotics,-76.7020047333,39.3347625881
62545,1A-Murder,-76.6099239205,39.355645799
62546,4E-Common Assault,-76.6218798574,39.2495887065
62547,4E-Common Assault,-76.557263024,39.2857780604
62548,97-Search & Seizure,-76.5433070398,39.2746402991
62549,4C-Agg. Asslt.- Oth.,-76.5829340215,39.3703713147
62550,3K-Robb Res. (Ua),-76.6058941205,39.31589579
62551,4E-Common Assault,-76.6238151664,39.249646514
62552,4E-Common Assault,-76.6238151664,39.249646514
62553,87-Narcotics,-76.618423024,39.2974963396
62554,88-Unfounded Call,-76.60657354,39.2798726643
62555,87-Narcotics,-76.6651068957,39.2972136107
62556,4E-Common Assault,-76.6140490331,39.2704970826
62557,87-Narcotics,-76.5941161149,39.3408691984
62558,4B-Agg. Asslt.- Cut,-76.5655912073,39.2908110456
62559,87-Narcotics,-76.6029797658,39.3117879988
62560,87-Narcotics,-76.6451584423,39.2873184567
62561,4E-Common Assault,-76.6395447257,39.2865193831
62562,87-Narcotics,-76.5964603035,39.3232887892
62563,Unknown Offense,-76.5970564695,39.2914579796
62564,87-Narcotics,-76.6448018915,39.3057430167
62565,87-Narcotics,-76.6328507316,39.30204367
62566,4D-Agg. Asslt.- Hand,-76.5837017083,39.358288694
62567,87-Narcotics,-76.6445676168,39.3069093065
62568,87-Narcotics,-76.6434439976,39.3069348753
62569,87O-Narcotics (Outside),-76.6497555472,39.3067282857
62570,87O-Narcotics (Outside),-76.6497555472,39.3067282857
62571,87-Narcotics,-76.6558802141,39.3077076957
62572,87-Narcotics,-76.5893352305,39.3101294407
62573,87-Narcotics,-76.5893352305,39.3101294407
62574,87-Narcotics,-76.6448064123,39.3053601004
62575,87-Narcotics,-76.6448064123,39.3053601004
62576,Unknown Offense,-76.629513175,39.272879056
62577,4E-Common Assault,-76.6328531622,39.3066781027
62578,87-Narcotics,-76.5842069008,39.3124153268
62579,114-Hindering,-76.5857584027,39.3111341096
62580,3D-Robb Comm. (Ua),-76.6134951501,39.3113114404
62581,115-Trespassing,-76.5959818264,39.2889023481
62582,87-Narcotics,-76.5936453911,39.2890063189
62583,79-Other,-76.6449587181,39.2846408363
62584,Unknown Offense,-76.5920667482,39.2331738409
62585,97-Search & Seizure,-76.6371899951,39.3073213995
62586,5C-Burg. Res. (Noforce),-76.6514448788,39.3114466332
62587,87-Narcotics,-76.6034889439,39.3128404992
62588,79-Other,-76.5862284051,39.2929763117
62589,87-Narcotics,-76.5868619827,39.3056939801
62590,24-Towed Vehicle,-76.5856946402,39.3088774551
62591,24-Towed Vehicle,-76.5856946402,39.3088774551
62592,87-Narcotics,-76.6230208448,39.3014398785
62593,87-Narcotics,-76.6230208448,39.3014398785
62594,4C-Agg. Asslt.- Oth.,-76.5957494387,39.2952589372
62595,6C-Larceny- Shoplifting,-76.6128625402,39.2895918726
62596,87O-Narcotics (Outside),-76.6368529992,39.2900264829
62597,87-Narcotics,-76.5676589431,39.2937235072
62598,4A-Agg. Asslt.- Gun,-76.5674652022,39.2908100665
62599,87-Narcotics,-76.6388127902,39.3002669263
62600,87-Narcotics,-76.6039560559,39.3117400251
62601,116-Public Urination / Defec,-76.5995651832,39.2925944985
62602,87-Narcotics,-76.6336646713,39.2998269007
62603,87O-Narcotics (Outside),-76.5982718913,39.3217493903
62604,87-Narcotics,-76.5843341894,39.3082462884
62605,97-Search & Seizure,-76.5898940931,39.2275414889
62606,97-Search & Seizure,-76.5898940931,39.2275414889
62607,23-Unauthorized Use,-76.5954763059,39.3217685929
62608,4C-Agg. Asslt.- Oth.,-76.5957494387,39.2952589372
62609,87-Narcotics,-76.5942583112,39.301381993
62610,87-Narcotics,-76.5942583112,39.301381993
62611,Unknown Offense,-76.5945301019,39.320290651
62612,87-Narcotics,-76.6448064123,39.3053601004
62613,4E-Common Assault,-76.6556860045,39.26528898
62614,87-Narcotics,-76.5874644461,39.3111106847
62615,4C-Agg. Asslt.- Oth.,-76.5912864305,39.2952870261
62616,87-Narcotics,-76.6466242068,39.3099061964
62617,87-Narcotics,-76.59046529,39.3124652952
62618,87-Narcotics,-76.6370114699,39.3054312132
62619,87-Narcotics,-76.6370114699,39.3054312132
62620,87-Narcotics,-76.6469218996,39.2837053026
62621,Unknown Offense,-76.6469218996,39.2837053026
62622,87-Narcotics,-76.5677659028,39.2953586745
62623,87-Narcotics,-76.6224676155,39.2915943982
62624,24-Towed Vehicle,-76.6090551413,39.2360039184
62625,87O-Narcotics (Outside),-76.5891782694,39.3123647501
62626,87-Narcotics,-76.6034889439,39.3128404992
62627,6G-Larceny- From Bldg.,-76.5686661382,39.2665912434
62628,4E-Common Assault,-76.5870896805,39.2986787381
62629,87O-Narcotics (Outside),-76.6503865271,39.2899345446
62630,55A-Prostitution,-76.5984188447,39.3160511903
62631,87-Narcotics,-76.6521256083,39.2803080134
62632,87-Narcotics,-76.5839748917,39.3047293482
62633,87-Narcotics,-76.5839748917,39.3047293482
62634,87-Narcotics,-76.5839748917,39.3047293482
62635,87-Narcotics,-76.5822449744,39.2988707063
62636,87-Narcotics,-76.659648332,39.3094218812
62637,87-Narcotics,-76.5795042285,39.301103726
62638,87O-Narcotics (Outside),-76.6662732634,39.3358930733
62639,Unknown Offense,-76.6696577482,39.3382604193
62640,87-Narcotics,-76.6344035063,39.3097602853
62641,97-Search & Seizure,-76.6113201491,39.3089628926
62642,97-Search & Seizure,-76.6113201491,39.3089628926
62643,97-Search & Seizure,-76.6113201491,39.3089628926
62644,97-Search & Seizure,-76.6113201491,39.3089628926
62645,87-Narcotics,-76.6693631324,39.3058519933
62646,79-Other,-76.6693631324,39.3058519933
62647,79-Other,-76.6693631324,39.3058519933
62648,79-Other,-76.6693631324,39.3058519933
62649,87O-Narcotics (Outside),-76.668515715,39.3450222657
62650,81-Recovered Property,-76.6697760742,39.3460926729
