n,name,zipCode,neighborhood,councilDistrict,policeDistrict,Location 1,Latitude,Longitude
209,CATCH 22 SALOON,21224,Joseph Lee,2,SOUTHEASTERN,"6000 EASTERN AVE",39.28754776641739,-76.54454115275121
210,CATON HOUSE RESTAURANT,21227,Morrell Park,8,SOUTHWESTERN,"1506 CATON AVE",39.26157764169591,-76.66550235384977
211,CATTLE & FIN GRILL,21234,Woodring,3,NORTHEASTERN,"6826 HARFORD RD",39.36530079699526,-76.55025453311941
212,CAZBAR,21201,Downtown,11,CENTRAL,"316 CHARLES ST",39.293029208931955,-76.6154059574182
213,CC LOUNGE,21215,Lucille Park,6,NORTHWESTERN,"4923 REISTERSTOWN RD",39.34213724503894,-76.67897810115767
214,CEASAR'S DEN,21202,Little Italy,1,SOUTHEASTERN,"223 HIGH ST",39.28683796480135,-76.60212252113666
215,CEDONIA INN,21206,Frankford,2,NORTHEASTERN,"5900 MORAVIA RD",39.31755059238702,-76.5455854590009
216,"CENTER CLUB, INCORPORATED",21201,Inner Harbor,11,CENTRAL,"100 LIGHT ST",39.28727853187985,-76.61364602104624
217,CENTER STAGE,21202,Mount Vernon,11,CENTRAL,"700 CALVERT ST",39.29800947725664,-76.61295603329347
218,CENTRAL STATION,21201,Mid-Town Belvedere,11,CENTRAL,"1001 CHARLES ST",39.30118318925389,-76.615845358076
219,CERIELLO FINE FOODS,21212,Chinquapin Park-Belvedere,4,NORTHERN,"529 BELVEDERE AVE",39.364120110355884,-76.60950460615186
220,CHAMPAGNE TONY'S,21202,Mid-Town Belvedere,12,CENTRAL,"1 CHASE ST",39.30235337181176,-76.61562973662222
221,"CHARLES & MADISON, LLC",21201,Mount Vernon,11,CENTRAL,"801 CHARLES ST",39.29875424541319,-76.61568568164807
222,CHARLES RESTAURANT  &  CARRYOUT,21218,Charles Village,12,NORTHERN,"38 25TH ST",39.31783847616583,-76.61821136466193
223,CHARLES ST DELI,21201,Downtown,11,CENTRAL,"2 charles st",39.28981703472948,-76.61520548774229
224,CHARLES VILLAGE PUB,21218,Charles Village,14,NORTHERN,"3107 ST PAUL ST",39.32614280874469,-76.61578475096468
225,CHARLESTON,21202,Inner Harbor,1,SOUTHEASTERN,"1000 LANCASTER ST",39.282429858652165,-76.60003297514089
226,CHARLIE & DEE RESTAURANT,21230,Washington Village,9,SOUTHERN,"1539 BUSH ST",39.275644307439904,-76.6342815598453
227,CHARLOTTE'S,21230,Riverside,10,SOUTHERN,"1542 LIGHT ST",39.27181557243182,-76.611645988171
228,CHARM CITY INN,21224,Greektown,2,SOUTHEASTERN,"500 LEHIGH ST",39.28684962001506,-76.55804603719406
229,CHAZZ &  REN'E,21224,Canton,1,SOUTHEASTERN,"800 KENWOOD AVE",39.3001785107308,-76.57816641554683
230,CHEERLEADERS,21231,Fells Point,1,SOUTHEASTERN,"702 BROADWAY",39.29857941720741,-76.59443591398542
231,CHEERLEADERS SPORTS BAR,21231,Fells Point,1,SOUTHEASTERN,"702 BROADWAY ST",39.29857941720741,-76.59443591398542
232,CHEF PAOLINO,21201,Inner Harbor,11,CENTRAL,"100 CHARLES ST",39.29087998932113,-76.61525560516122
233,CHESAPEAKE BAY RESTAURANT,21218,Johns Hopkins Homewood,14,NORTHERN,"10 ART MUSEUM DR",39.32595515980387,-76.61824633030312
234,CHESAPEAKE WINE COMPANY,21224,Canton,1,SOUTHEASTERN,"2400 BOSTON ST",39.28141479835534,-76.58157439733975
235,CHIAPPARELLI'S RESTAURANT,21202,Little Italy,1,SOUTHEASTERN,"237 HIGH ST",39.286488308389835,-76.60190340311874
236,CHIC & TROUT (1007-09),21202,Johnston Square,12,EASTERN,"1007 GREENMOUNT AVE",39.30156897682792,-76.60725663828242
237,CHICKEN RICO,21224,Brewers Hill,1,SOUTHEASTERN,"3728 EASTERN AVE",39.28671791610003,-76.56558112656694
238,CHIMES CAF,21215,Seton Business Park,5,NORTHWESTERN,"4814 SETON DR",39.34127942130931,-76.70915575443371
239,CHINA CHEF,21224,Baltimore Highlands,2,SOUTHEASTERN,"3816 LOMBARD ST",39.291526788931264,-76.564869378818
240,CHINA EAST,21224,Joseph Lee,2,SOUTHEASTERN,"6230 EASTERN AVE",39.287698118674314,-76.54105158446225
241,CHINA EUTAW EXPRESS,21201,Downtown,11,CENTRAL,"236 238 N EUTAW ST",39.29058294954456,-76.60925984306652
242,CHINA GARDEN,21202,Oldtown,12,EASTERN,"582 OLD TOWN MALL",39.29750480740205,-76.60229851486378
243,CHINA WOK,21239,Loch Raven,4,NORTHEASTERN,"5820 HILLEN RD",39.35908768135249,-76.58184406175326
244,CHINATOWN CAF,21201,Downtown,11,CENTRAL,"323 PARK AVE",39.2937541623258,-76.61811579190947
245,CHINESE DELIGHT,21211,Hampden,14,NORTHERN,"4032 FALLS RD",39.337521784004196,-76.63730725062834
246,CHIPOTLE,21202,Inner Harbor,11,CENTRAL,"621 PRATT ST",39.28674355757022,-76.60717971387191
247,CHIPOTLE MEXICAN GRILL,21218,Charles Village,14,NORTHERN,"3201 ST PAUL ST",39.32704259034438,-76.615854682247
248,CHIU'S SUSHI JAPANESE RESTAURANT,21202,Inner Harbor,1,SOUTHEASTERN,"608 EXETER ST",39.29643528056482,-76.6086034458915
249,CHIYO SUSHI,21209,Mount Washington,5,NORTHERN,"1619 SULGRAVE AVE",39.36711434645099,-76.65267929851001
250,CHOCOLATEA,21218,Tuscany-Canterbury,14,NORTHERN,"3811 CANTERBURY RD",39.33527349507682,-76.6204048740849
251,CHOPPER'S TAVERN,21217,Upton,11,CENTRAL,"1531 PENNSYLVANIA AVE",39.30284030613632,-76.6337202345004
252,CHOW  MEIN CHARLIES  chinese food,21210,Roland Park,6,NORTHERN,"508 COLD SPRING LN",39.34618859372972,-76.60901074704753
253,CHRIS LIQUOR & GRILL,21230,Washington Village,9,SOUTHERN,"1273 washington blvd",39.280757445201004,-76.63522213469298
254,CHUBBIES CLUB,21231,Fells Point,1,SOUTHEASTERN,"2000 EASTERN AVE",39.28582745867135,-76.58865143681356
255,CHUCK'S,21224,Canton,1,SOUTHEASTERN,"3137 EASTERN AVE",39.28642303919298,-76.57166980481685
256,CHUNG MEE RESTAURANT,21239,Woodbourne Heights,4,NORTHERN,"5646 THE",39.29058294954456,-76.60925984306652
257,CIAO BELLA RESTAURANT,21202,Little Italy,1,SOUTHEASTERN,"236 HIGH ST",39.28664332273223,-76.60207823132453
258,CINCO DE MAYO,21231,Little Italy,1,SOUTHEASTERN,"1312 EASTERN AVE",39.285368619167514,-76.59898387550464
259,CINGHIALE,21202,Inner Harbor,1,SOUTHEASTERN,"822 LANCASTER ST",39.282406420521,-76.60082385243805
260,CIRCUS BAR & RESTAURANT,21202,Downtown,11,CENTRAL,"427 BALTIMORE ST",39.289743606883064,-76.60912963022747
261,CITY LIMITS SPORTS BAR,21230,Locust Point,10,SOUTHERN,"1700 FORT AVE",39.26802646604966,-76.59088107739899
262,claddagh pub,21224,Canton,1,SOUTHEASTERN,"2918 O DONNELL ST",39.280387974926214,-76.57488197901932
263,CLASSIC CAFE EXPRESS,21201,Mid-Town Belvedere,12,CENTRAL,"1515 CHARLES ST",39.27222350491189,-76.61403530518436
264,CLAYTON FINE BOOKS & CAF,21201,Downtown,11,CENTRAL,"317 CHARLES ST",39.292942960350445,-76.61532553644355
265,CLIFTON PARK GOLF COURSE SNACK BAR,21213,Darley Park,14,NORTHEASTERN,"2701 ST LO DR",39.31434419183205,-76.59051795094189
266,CLIPPER MILL INN,21211,Hampden,7,NORTHERN,"1619 UNION AVE",39.33196341707912,-76.64134810962673
267,CLUB 1722,21201,Charles North,12,CENTRAL,"1722 CHARLES ST",39.30944789500546,-76.61648639483047
268,CLUB BAR,21217,Sandtown-Winchester,7,WESTERN,"1609 LAURENS ST",39.303172732436735,-76.64382950282851
269,CLUB BUNNS (606-08),21201,Seton Hill,11,CENTRAL,"606 LEXINGTON ST",39.29167837056144,-76.62415202169763
270,club charles zodiac     (1724-1726 n. charles st),21201,Charles North,12,CENTRAL,"1724 CHARLES ST",39.309538804773126,-76.61648639483047
271,CLUB CHOICES,21201,Charles North,12,CENTRAL,"1817 CHARLES ST",39.269103406897784,-76.61381502164511
272,CLUB CLIMAX,21223,Shipley Hill,9,SOUTHWESTERN,"2432 BALTIMORE ST",39.29201753728063,-76.58214200534849
273,CLUB CONFETTI,21231,Fells Point,1,SOUTHEASTERN,"1609 BANK ST",39.28651278433864,-76.59489862597002
274,CLUB HAREM,21202,Downtown,11,CENTRAL,"425 BALTIMORE ST",39.28922261972923,-76.62206923680503
275,CLUB HOUSE BAR & GRILL,21213,Orangeville Industrial Area,13,EASTERN,"4217 ERDMAN AVE",39.31234489370297,-76.56672474315155
276,CLUB HUSH,21223,Carrollton Ridge,9,SOUTHERN,"1930 LOMBARD ST",39.29057811928584,-76.58953140454986
277,CLUB INTERNATIONAL,21223,Shipley Hill,9,SOUTHWESTERN,"2301 BALTIMORE ST",39.287833319153435,-76.65381917751222
278,CLUB LUZERENE,21205,McElderry Park,13,SOUTHEASTERN,"542 LUZERNE AVE",39.29768895977878,-76.58083545679011
279,CLUB MATE,21225,Brooklyn,10,SOUTHERN,"3610 HANOVER ST",39.238095902405064,-76.6097904799459
280,CLUB MIAMI,21202,Downtown,11,CENTRAL,"414 BALTIMORE ST",39.289787896695145,-76.60956203775703
281,CLUB MITCHELL,21202,Jonestown,12,SOUTHEASTERN,"1003 PRATT ST",39.285745561009946,-76.63378905152268
282,CLUB OKAPI,21223,Carrollton Ridge,9,SOUTHWESTERN,"2219 PRATT ST",39.28489271143059,-76.65189956561164
283,CLUB ONE,21202,Downtown,11,CENTRAL,"300 SARATOGA ST",39.29250822177812,-76.61077301356295
284,CLUB PHOENIX,21201,Mid-Town Belvedere,11,CENTRAL,"1 BIDDLE ST",39.30338369180504,-76.61676961562443
285,CLUB PUSSYCAT,21202,Downtown,11,CENTRAL,"411 BALTIMORE ST",39.28925292328489,-76.62150862192453
286,CLUB RIO & TOUCH OF CLASS,21216,Winchester,9,SOUTHWESTERN,"1315 Bloomingdale Dr",39.3026136886719,-76.66588540029016
287,CLUBHOUSE BAR,21223,Carrollton Ridge,9,SOUTHERN,"1812 PRATT ST",39.285228380686306,-76.64558244517292
288,CLUBHOUSE BAR & GRILL,21213,Orangeville Industrial Area,13,EASTERN,"4217 ERDMAN AVE",39.31234489370297,-76.56672474315155
289,COACH HOUSE INN,21206,Cedmont,2,NORTHEASTERN,"6605 BELAIR RD",39.35422718743587,-76.53124139917043
290,COCKY LOU'S,21213,Broadway East,12,EASTERN,"2101 NORTH AVE",39.30964370169659,-76.65142986139819
291,COCO MOKA CAF,21230,Riverside,10,SOUTHERN,"921 FORT AVE",39.27134470269698,-76.6005805381605
292,COCONUT CAF,21201,Mount Vernon,11,CENTRAL,"311 MADISON ST",39.298373119924634,-76.6206088403249
293,COFFEE LAND,21201,Downtown,11,CENTRAL,"222 CHARLES ST",39.29133001277097,-76.61528386995383
294,COLD STONE CREAMERY #1479,21225,Canton,1,SOUTHEASTERN,"2500 BOSTON ST",39.281206170029805,-76.58123639614195
295,COLD STONE CREAMERY# 102,21224,Canton,1,SOUTHEASTERN,"2500 BOSTON ST",39.281206170029805,-76.58123639614195
296,COLLINS CORNER,21230,Westport,10,SOUTHERN,"2231 CEDLEY ST",39.26309398320183,-76.63197266380661
297,COLONIAL INN,21224,Fells Point,1,SOUTHEASTERN,"2001 EASTERN AVE",39.28577267916688,-76.58859082970224
298,COMMON GROUND,21211,Hampden,14,NORTHERN,"819 36TH ST",39.33118368418076,-76.62997962405962
299,COOKIE'S  CITY  LINE  DINER,21226,Hawkins Point,10,SOUTHERN,"6407 FORT SMALLWOOD RD",39.201186203081875,-76.55641197713021
300,COOPER'S LIQUOR (568-570),21202,Oldtown,12,EASTERN,"568 OLD TOWN MALL",39.2972845238628,-76.6025980538563
301,COPRA,21201,Downtown,11,CENTRAL,"313 CHARLES ST",39.29280193226447,-76.61531504675122
302,CORKS,21230,Federal Hill,10,SOUTHERN,"1026 CHARLES ST",39.27719794562978,-76.61442575484392
303,CORKY'S GRILL,21211,Remington,7,NORTHERN,"225 23RD ST",39.31509367513411,-76.62043983972603
304,CORRADO'S CAF,21208,Downtown,11,CENTRAL,"203 REDWOOD ST",39.28889453085901,-76.61210876220883
305,"COSI, INC. # 157",21202,Inner Harbor,11,CENTRAL,"100 CHARLES ST",39.29087998932113,-76.61525560516122
306,COSMOPOLITAN BAR & GRILL,21224,Canton,1,SOUTHEASTERN,"2933 O DONNELL ST",39.2800534702925,-76.57417917053147
307,COSMOS RESTAURANT-CARRYOUT (5427-29),21214,Harford-Echodale/Perring Parkway,3,NORTHEASTERN,"5427 HARFORD RD",39.3517246718572,-76.56189464272279
308,COTTON CLUB,21217,Midtown-Edmondson,9,WESTERN,"2000 HARLEM AVE",39.29633812140827,-76.64925150375308
309,courthouse east caf‚',21202,Downtown,11,CENTRAL,"111 calvert st",39.23483732048703,-76.61117865636908
310,COURTYARD BY MARRIOTT & COURTYARD CAFE & LOUNGE,21202,Inner Harbor,1,SOUTHEASTERN,"1000 ALICEANNA ST",39.28328778940107,-76.59978099049948
311,crazy johns,21202,Downtown,11,CENTRAL,"410 BALTIMORE ST",39.2893260588516,-76.62115089679565
312,CRAZY LIL'S,21230,Federal Hill,10,SOUTHERN,"27 CROSS ST",39.27666297221947,-76.61330802074775
313,CREATIVE ALLIANCE,21224,Canton,1,SOUTHEASTERN,"3134 EASTERN AVE",39.2864684945265,-76.57176188100522
314,CREPE DU JOUR,21209,Mount Washington,5,NORTHERN,"1609 SULGRAVE AVE",39.36723439515231,-76.65239957428014
315,CROSSROADS SPORTS PUB & GRILL,21224,Canton,1,SOUTHEASTERN,"3328 FOSTER AVE",39.28450248390362,-76.56951421710664
316,CURB SHOPPE,21209,North Roland Park/Poplar Hill,5,NORTHERN,"5736 FALLS RD",39.36648613133099,-76.64780509263011
317,CURLEY ST.  CAF,21224,Canton,1,SOUTHEASTERN,"701 CURLEY ST",39.29942325378124,-76.5759251197477
318,CURTIS BAY ATHLETIC CLUB,21226,Curtis Bay,10,SOUTHERN,"1603 CEDDOX ST",39.22116322230596,-76.58775864834217
319,D J'S GASLIGHT,21226,Curtis Bay,10,SOUTHERN,"4900 CURTIS AVE",39.222177224999996,-76.58659545891248
320,DAILY  GRIND  COFFEE  HOUSE,21205,Middle East,12,EASTERN,"720 RUTLAND AVE",39.2986827043444,-76.59221651847673
321,DAILY GRIND,21224,Canton,1,SOUTHEASTERN,"1030 LINWOOD AVE",39.28018867077162,-76.57544609046391
322,DAILY GRIND,21205,Dunbar-Broadway,13,EASTERN,"610 WASHINGTON ST",39.297989663393366,-76.58960599791766
323,dalesio's of little italy llc,21202,Little Italy,1,SOUTHEASTERN,"829 EASTERN AVE",39.28519341504517,-76.60185911330666
324,DANCING PIGS,21230,Washington Village,10,SOUTHERN,"1140 PACA ST",39.27861521871847,-76.6275005619006
325,DANNY'S LOUNGE,21215,Towanda-Grantley,6,NORTHWESTERN,"4316 REISTERSTOWN RD",39.33797331561709,-76.66725540141482
326,DARBY'S,21230,Morrell Park,10,SOUTHWESTERN,"2351 WASHINGTON BLVD",39.268827178332685,-76.64997062954012
327,DARKER THAN BLUE,21218,Better Waverly,14,NORTHERN,"3034 GREENMOUNT AVE",39.32563114486254,-76.60944548561986
328,DASH SEAFOOD & CHICKEN,21215,Central Park Heights,6,NORTHWESTERN,"5124 PARK HEIGHTS AVE",39.34854046207374,-76.67504478848542
329,DAVEY JONES LOCKER,21224,Brewers Hill,1,SOUTHEASTERN,"800 DEAN ST",39.283228347811075,-76.56602635483159
330,DAVID & DAD'S LLC,21201,Downtown,11,CENTRAL,"334 CHARLES ST",39.29370754147095,-76.61544558514481
331,DAVID'S RESTAURANT & DELI,21211,Hampden,7,NORTHERN,"3626-A FALLS RD",39.33144539049346,-76.63510948111684
332,DAYS INNS MANAGEMENT CO,21201,Inner Harbor,11,CENTRAL,"100 HOPKINS PLZ",39.28722957998224,-76.61769620421563
333,DEAD END SALOON,21231,Fells Point,1,SOUTHEASTERN,"935 FELL ST",39.28097788612166,-76.58984342883036
334,DEAD FREDDIES,21234,North Harford Road,3,NORTHEASTERN,"7209 HARFORD RD",39.368390591453704,-76.54747709838858
335,DECADES SPORTS BAR,21226,Curtis Bay,10,SOUTHERN,"4221 CURTIS AVE",39.22712369320499,-76.58697541887966
336,DECKERS BAR & GRILLE,21230,Locust Point,10,SOUTHERN,"1401 DECATUR ST",39.270464734061306,-76.59441143893594
337,DEEP SIDE RESTAURANT & CAF,21224,Baltimore-Linwood,1,SOUTHEASTERN,"123 CLINTON ST",39.293993094206996,-76.57095534111528
338,DEGO DAME'S,21202,Little Italy,1,SOUTHEASTERN,"1018 EASTERN AVE",39.28533793969524,-76.59971222563792
339,DELLA ROSE'S 2 CANTON CROSSING,21224,Canton Industrial Area,1,SOUTHEASTERN,"1501 CLINTON ST",39.275413534208326,-76.56921521860664
340,DESERT CAFE'(1605-07),21209,Mount Washington,5,NORTHERN,"1607 SULGRAVE AVE",39.36732105382464,-76.65220213891678
341,DESERT INN,21217,Midtown-Edmondson,9,WESTERN,"1901 HARLEM AVE",39.29634278349374,-76.64751021572306
342,DIAMOND LOUNGE   (415 1/2 E. BALTIMORE STREET),21202,Downtown,11,CENTRAL,"415 BALTIMORE ST",39.28924359911389,-76.62165897418151
343,DIANNE'S RESTAURANT LOUNGE,21205,Middle East,13,EASTERN,"709 711 N CHESTER ST",39.29058294954456,-76.60925984306652
344,DILONE GROCERY & RESTAURANT,21224,Baltimore-Linwood,1,SOUTHEASTERN,"157 LAKEWOOD AVE",39.29440335772989,-76.57914545259973
345,"DIMIS CAF AND GRILL, INC.",21210,Roland Park,6,NORTHERN,"500 COLDSPRING LN",39.344577844093294,-76.63130248991718
346,DIMITRI'S TAVERN,21211,Hampden,7,NORTHERN,"3820 FALLS RD",39.33435040304977,-76.63600303311267
347,DING HOW RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"631 BROADWAY",39.283703880530766,-76.59314568362561
348,DIONYSUS RESTAURANT & LOUNGE,21202,Mid-Town Belvedere,12,CENTRAL,"8 PRESTON ST",39.304537557063725,-76.61569150925493
349,DIZZY  IZZY,21211,Remington,14,NORTHERN,"300 30TH ST",39.32305651085039,-76.62306226011441
350,DOMINICANO INTERNACIONAL,21224,Brewers Hill,1,SOUTHEASTERN,"601 CONKLING ST",39.285302974054105,-76.56702520574783
351,DOMINO SUGAR CAFATERIA OPERATION # 65227,21230,Riverside,10,SOUTHERN,"1100 KEY HWY",39.27686108567167,-76.60641291052661
352,DONNA'S,21201,Inner Harbor,11,SOUTHERN,"110 PACA ST",39.286588543227765,-76.62211585765988
353,DONNA'S,21222,Holabird Industrial Park,1,SOUTHEASTERN,"6607 PINE AVE",39.26387371699951,-76.5309686680688
354,DONNA'S,21201,Mount Vernon,11,CENTRAL,"800 CHARLES ST",39.29879736970395,-76.6157556129304
355,"DONNA'S CHARLES VILLAGE, LLC",21218,Charles Village,14,NORTHERN,"3101 ST PAUL ST",39.3259528287611,-76.61577542679373
356,DONNA'S CROSS KEYS,21210,Cross Keys,6,NORTHERN,"5100 FALLS RD",39.35618115703585,-76.64438947739166
357,DONRITZ BAR & GRILL,21223,Franklin Square,9,WESTERN,"1508 SARATOGA ST",39.29214807567422,-76.64180149744033
358,DOUGHERTY'S,21201,Mid-Town Belvedere,11,CENTRAL,"223 CHASE ST",39.30178809484579,-76.61921021557816
359,DOWN THE HATCH,21230,Locust Point,10,SOUTHERN,"1157 HAUBERT ST",39.273084824306295,-76.59210137737585
360,DOWNTOWN SPORTS EXCHANGE,21201,Inner Harbor,11,CENTRAL,"200 PRATT ST",39.286427701278456,-76.61795145339607
361,"DREAM TAVERN, CARRIBEAN  U.S.A.",21213,Broadway East,13,EASTERN,"2300 LAFAYETTE AVE",39.298555872056966,-76.65354452186142
362,DREAMS INN,21225,Brooklyn,10,SOUTHERN,"527 PATAPSCO AVE",39.23662379225527,-76.60338672421716
363,DRIFTERS RAW BAR & GRILL,21230,Federal Hill,10,SOUTHERN,"1024 CHARLES ST",39.277308670160096,-76.61443624453625
364,DUCK'S BLACK SATIN LOUNGE,21215,Central Park Heights,6,NORTHWESTERN,"4559 REISTERSTOWN RD",39.34034700511131,-76.67136375633152
365,DUCKY PLEASURE CLUB,21224,Canton,1,SOUTHEASTERN,"900 CLINTON ST",39.28232856621145,-76.56972571696747
366,DUCLAW BREWING COMPANY,21231,Gay Street,12,EASTERN,"901 BOND ST",39.280907797457985,-76.59495690203858
367,DUDA'S TAVERN,21231,Fells Point,1,SOUTHEASTERN,"1600 THAMES ST",39.28105581777288,-76.59477508070461
368,DUKEM ETHIOPIAN RESTAURANT,21201,Mid-Town Belvedere,11,CENTRAL,"1100 MARYLAND AVE",39.30270759947723,-76.61738786715557
369,DUNKIN DONUTS,21211,Hampden,14,NORTHERN,"1020 41ST ST",39.33774789515036,-76.63565454312186
370,Dunkin Donuts,21224,Orangeville,2,SOUTHEASTERN,"4022 pulaski hwy",39.29700712977632,-76.56330719616938
371,DUNKIN DONUTS,21209,Cross Keys,6,NORTHERN,"4535 FALLS RD",39.34455103710178,-76.6405975147627
372,DUNKIN DONUTS,21212,Homeland,4,NORTHERN,"5422 YORK RD",39.35630611333755,-76.6099310035122
373,DUNKIN DONUTS,21215,Fallstaff,5,NORTHWESTERN,"7000 REISTERSTOWN RD",39.36250704406592,-76.7107979722478
374,DUNKIN DONUTS & BASKIN ROBBINS,21214,Harford-Echodale/Perring Parkway,3,NORTHEASTERN,"5401 HARFORD RD",39.35109077212252,-76.5624167387407
375,DUNKIN DONUTS/BASKIN ROBBINS,21224,Canton Industrial Area,1,SOUTHEASTERN,"3600 BOSTON ST",39.27717813176645,-76.56608113433606
376,DUTCH POT CAF,21201,Downtown,11,CENTRAL,"102 CLAY ST",39.29236428978123,-76.61694820929165
377,DYNASTY,21202,Downtown,11,CENTRAL,"406 BALTIMORE ST",39.289328454645556,-76.6211052310208
378,E C CAF & CATERING,21224,Hopkins Bayview,2,SOUTHEASTERN,"5501 HOPKINS BAYVIEW CIR",39.28981135101412,-76.54825741404761
379,EAGLE NEST,21226,Curtis Bay,10,SOUTHERN,"4800 CURTIS AVE",39.22297560624031,-76.58669569375047
380,EAST BALTIMORE ENTERPRISE,21202,Jonestown,12,SOUTHEASTERN,"239 GAY ST",39.293197044009446,-76.60808182741363
381,EASTERN HOUSE RESTAURANT,21224,Highlandtown,2,SOUTHEASTERN,"3706 EASTERN AVE",39.2866981022367,-76.56616155531071
382,EASTSIDE  SPORTS  SOCIAL  CLUB,21213,Broadway East,13,EASTERN,"1203 COLLINGTON AVE",39.304842558538326,-76.58701283787138
383,EAT MUST BE FIRST,21201,Seton Hill,11,CENTRAL,"600 lexington st",39.29167837056144,-76.62395155292103
384,ECLECTIC CAF,21231,Fells Point,1,SOUTHEASTERN,"723 BROADWAY",39.28288218886303,-76.59309556620661
385,edelweiss bakery & caf‚',21214,Westfield,3,NORTHEASTERN,"6000 harford rd",39.35681114651828,-76.55756467686751
386,EDENS LOUNGE,21202,Mid-Town Belvedere,11,CENTRAL,"15 EAGER ST",39.30102351372528,-76.61470897563794
387,"EDGAR'S INC.--BALTIMORE, MD",21202,Inner Harbor,11,CENTRAL,"1 PRATT ST",39.28643352888531,-76.61619967657299
388,EDIE'S DELI & GRILL,21201,Inner Harbor,11,CENTRAL,"250 PRATT ST",39.28638807355185,-76.61864260756948
389,EDISON   LOUNGE,21205,Ellwood Park/Monument,13,EASTERN,"3133 MONUMENT ST",39.29921054703021,-76.57253022848647
390,EDO SUSHI,21202,Inner Harbor,11,CENTRAL,"201 PRATT ST",39.286603695005624,-76.61100961440138
391,EICHENKRANZ RESTAURANT,21224,Brewers Hill,1,SOUTHEASTERN,"611 FAGLEY ST",39.285313463746434,-76.5641452051363
392,EL OSASIS RESTAURANT & DISCOTEC,21224,Brewers Hill,1,SOUTHEASTERN,"3919 EASTERN AVE",39.28673306787789,-76.56372911490593
393,EL RANCHO BLANCO,21224,Baltimore Highlands,2,SOUTHEASTERN,"100 FAGLEY ST",39.29140797050252,-76.56460558607813
394,EL RANCHO GRANDE,21211,Hampden,7,NORTHERN,"3608 FALLS RD",39.331100932163395,-76.63501350636744
395,"EL RECODO, INC.",21231,Fells Point,1,SOUTHEASTERN,"219 BROADWAY",39.28863286591513,-76.5935454565568
396,EL RINCONCITO PERUANO,21231,Washington Hill,1,SOUTHEASTERN,"1801 LOMBARD ST",39.29043359553509,-76.59148947865572
397,EL TORITO MEXICAN RESTAURANT,21201,Downtown,11,CENTRAL,"110 MULBERRY ST",39.29405836340385,-76.61773116985682
398,EL TROPICAL RESTAURANT (3736-38),21224,Baltimore Highlands,2,SOUTHEASTERN,"3736 LOMBARD ST",39.291469666692876,-76.56631168813311
399,ELDORADO INC.,21224,Kresson,2,SOUTHEASTERN,"4100 LOMBARD ST",39.29159794958679,-76.5625810772541
400,ELKS I.B.P.O.E.OF W.,21202,Johnston Square,12,EASTERN,"1127 GREENMOUNT AVE",39.30345012652322,-76.60777762633558
401,ELLIOT'S POUR HOUSE,21224,Brewers Hill,1,SOUTHEASTERN,"3728 HUDSON ST",39.2826479190673,-76.56512191114649
402,EL-MOLINO,21224,Baltimore-Linwood,1,SOUTHEASTERN,"3230 FAIRMOUNT ST",39.29355835563467,-76.57118145136207
403,ELVIS RESTAURANT,21230,Federal Hill,10,SOUTHERN,"1022 LIGHT ST",39.27774457515312,-76.6124956523517
404,ENRICO'S SPORTS CAFE,21224,Highlandtown,2,SOUTHEASTERN,"200 HAVEN ST",39.29029839505597,-76.56266616031422
405,ESPN  ZONE,21202,Inner Harbor,11,CENTRAL,"601 PRATT ST",39.28673306787789,-76.60725896932519
406,europe restaurant & catering,21215,Reisterstown Station,5,NORTHWESTERN,"4147 labyrinth rd",39.35918764279654,-76.70822217271427
407,EVERYDAY'S LLC,21218,Coldstream Homestead Montebello,14,NORTHEASTERN,"1600 ABBOTTSON ST",39.32286536534542,-76.5943857974658
408,EXCLUSIVE,21202,Mid-Town Belvedere,12,CENTRAL,"1 CHASE ST",39.30235337181176,-76.61562973662222
409,family diner,21226,Fairfield Area,10,SOUTHERN,"3117 VERA ST",39.24076261260558,-76.5763283901423
410,FAMOUS RESTAURANT,21218,Charles North,12,NORTHERN,"2101 MARYLAND AVE",39.313312760276744,-76.61800506737916
411,FANTASIES,21226,Curtis Bay,10,SOUTHERN,"5520 PENNINGTON AVE",39.216967348965056,-76.58772601374375
412,FANTASY CAF,21224,Holabird Industrial Park,1,SOUTHEASTERN,"6640 HOLABIRD AVE",39.272547592698345,-76.53253203602384
413,FEDERAL HILL LOUNGE,21230,Federal Hill,10,SOUTHERN,"23 CROSS ST",39.27665364804852,-76.61340825558574
414,FELL'S POINT CARRYOUT,21231,Fells Point,1,SOUTHEASTERN,"1635 FLEET ST",39.28449293760008,-76.59400933406272
415,FIELDER'S TAVERN,21230,Washington Village,9,SOUTHERN,"1184 NANTICOKE ST",39.28018400868615,-76.63172906983988
416,FIELDS OLD TRAIL,21212,Mid-Govans,4,NORTHERN,"5723 YORK RD",39.360191155798304,-76.60989537686936
417,FIELDS RIB HOUSE,21216,Central Forest Park,6,NORTHWESTERN,"3308 GARRISON BLVD",39.327022776481044,-76.68260636559052
418,FILLIN' STATION,21230,Morrell Park,10,SOUTHWESTERN,"2501 WASHINGTON BLVD",39.26678751773085,-76.65230982913448
419,FIRESIDE NORTH LIQUORS,21216,Coppin Heights/Ash-Co-East,7,WESTERN,"2201 NORTH AVE",39.309583094585264,-76.65282965076699
